LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.027648768164507193
Amygdala;DICE;STD;0.028189037119410988
Amygdala;HDRFDST;MEAN;inf
Amygdala;HDRFDST;STD;nan
GreyMatter;DICE;MEAN;0.17490124115386527
GreyMatter;DICE;STD;0.1755965582687422
GreyMatter;HDRFDST;MEAN;inf
GreyMatter;HDRFDST;STD;nan
Hippocampus;DICE;MEAN;0.05133701990147112
Hippocampus;DICE;STD;0.05175636441287443
Hippocampus;HDRFDST;MEAN;inf
Hippocampus;HDRFDST;STD;nan
Thalamus;DICE;MEAN;0.09801895640144706
Thalamus;DICE;STD;0.09851713720618283
Thalamus;HDRFDST;MEAN;inf
Thalamus;HDRFDST;STD;nan
WhiteMatter;DICE;MEAN;0.4928810371859642
WhiteMatter;DICE;STD;0.16977182107180713
WhiteMatter;HDRFDST;MEAN;10.810285915713955
WhiteMatter;HDRFDST;STD;3.261551535775038
