SUBJECT;LABEL;DICE;HDRFDST;JACRD;PRCISON;SNSVTY
117122;Amygdala;0.387072697417525;13.416407864998739;0.23998149005090236;0.24954287364065056;0.8623212504156967
117122;GreyMatter;0.6831266951593192;2.449489742783178;0.5187489887206468;0.5241317699373594;0.9805868923044136
117122;Hippocampus;0.4574318030605456;12.649110640673518;0.29653911183188986;0.29735995294280476;0.9907770348166935
117122;Thalamus;0.7015824698204867;5.916079783099616;0.5403365662534524;0.5466744646976638;0.9789945304317468
117122;WhiteMatter;0.826072363932478;4.123105625617661;0.7036825256961272;0.733018043455972;0.946187926315104
117122-PP;Amygdala;0.3961168017122764;13.92838827718412;0.2469735964159756;0.2571712158808933;0.8616561356834054
117122-PP;GreyMatter;0.6736546894859704;3.1622776601683795;0.5079029451424631;0.5125168799301747;0.9825838495099365
117122-PP;Hippocampus;0.46452483801295896;12.884098726725126;0.3025283961036678;0.3032856236339279;0.9918146183998156
117122-PP;Thalamus;0.7072412634408602;5.385164807134504;0.5470790824614985;0.5533355241537956;0.9797509600837891
117122-PP;WhiteMatter;0.8256704733241629;3.1622776601683795;0.7030994746946201;0.7365056829879291;0.9393983954691646
118528;Amygdala;0.4322902971338417;13.601470508735444;0.27574639382757465;0.2977541656604685;0.7886152862168212
118528;GreyMatter;0.6765083125807047;2.23606797749979;0.511154183295131;0.5518529273112657;0.8739120802607843
118528;Hippocampus;0.4879222160328151;12.806248474865697;0.32268327807361263;0.3247059616486368;0.9810609917523674
118528;Thalamus;0.7075899121927749;5.744562646538029;0.5474964323385245;0.5557025001574406;0.9737364820128007
118528;WhiteMatter;0.7350744813449541;4.47213595499958;0.5811207620560418;0.5859959980748974;0.9858856414752079
118528-PP;Amygdala;0.4491478834524464;14.177446878757825;0.28961361219425735;0.31475536149993577;0.7838183562519987
118528-PP;GreyMatter;0.6798565174490883;2.8284271247461903;0.5149868377453959;0.5506505436777126;0.8882861180045015
118528-PP;Hippocampus;0.4998187749184487;12.727922061357855;0.33317226383184345;0.3351154313487242;0.9828937990021382
118528-PP;Thalamus;0.7152157211596781;5.830951894845301;0.5566815635425191;0.5644265747654604;0.9759435003310527
118528-PP;WhiteMatter;0.7365275730956224;3.605551275463989;0.582939174145796;0.5877833748436349;0.9860592987176563
118730;Amygdala;0.42716261830696933;11.40175425099138;0.2715872748695506;0.2726427847245691;0.9859456156431409
118730;GreyMatter;0.675699562406739;3.3166247903554;0.5102313215532365;0.5140702757566316;0.985575092317313
118730;Hippocampus;0.3730685309702988;12.96148139681572;0.2293080797022115;0.23099616752598637;0.9691150954308849
118730;Thalamus;0.6735670069941314;6.4031242374328485;0.5078032667656596;0.5097341363995863;0.9925956640208506
118730;WhiteMatter;0.8351366090242305;3.0;0.7169395274107316;0.7903596208345549;0.8852918841630693
118730-PP;Amygdala;0.4369600431965443;11.489125293076057;0.2795578201917264;0.2804296976522568;0.9890009165902841
118730-PP;GreyMatter;0.6643093693739293;4.123105625617661;0.49735272086362636;0.5009333069421528;0.9858318689495914
118730-PP;Hippocampus;0.3715793890938004;12.24744871391589;0.22818391428183915;0.229635291548373;0.973048004626952
118730-PP;Thalamus;0.680424504372882;5.830951894845301;0.5156389358757496;0.5174851075650483;0.9931287762113493
118730-PP;WhiteMatter;0.8268515037081842;3.0;0.7048140165731486;0.7918660187203059;0.8650712749679029
118932;Amygdala;0.421588738770602;12.649110640673518;0.2670968898449404;0.26815441374966253;0.9854497354497355
118932;GreyMatter;0.6993573536483576;2.8284271247461903;0.5377013860110496;0.5448626476962666;0.9761398379491385
118932;Hippocampus;0.42683016916598954;11.789826122551595;0.27131855747558226;0.27249575551782684;0.9843270868824532
118932;Thalamus;0.7132850805510157;5.477225575051661;0.5543458537470514;0.5616497119745066;0.9770788912579957
118932;WhiteMatter;0.8246605321881033;3.3166247903554;0.7016360419882398;0.7325986171170741;0.9431858682605294
118932-PP;Amygdala;0.4316931982633864;12.569805089976535;0.27526068100027684;0.2763060392738051;0.986441798941799
118932-PP;GreyMatter;0.6938750780998542;3.605551275463989;0.5312471008442342;0.5370646997044672;0.9800172925561785
118932-PP;Hippocampus;0.4268634686346863;12.041594578792296;0.2713454681929067;0.27244465379180405;0.9853492333901193
118932-PP;Thalamus;0.7171997964057789;5.0990195135927845;0.5590892442925162;0.5667347317616485;0.9764392324093817
118932-PP;WhiteMatter;0.8241300376219464;3.0;0.7008683476829732;0.7367160595037908;0.9350806831542423
120111;Amygdala;0.47541606505053574;9.16515138991168;0.31183331671817366;0.33273056057866185;0.8323576370409792
120111;GreyMatter;0.6938314366185699;2.23606797749979;0.5311959390772414;0.5439442535754643;0.9577435633595334
120111;Hippocampus;0.4528739265581371;10.770329614269007;0.2927194714976503;0.29357923497267757;0.9900944482838056
120111;Thalamus;0.6809918642220406;8.06225774829855;0.5162908747491441;0.5216172699624306;0.9806053811659193
120111;WhiteMatter;0.8194598206756198;3.0;0.694139712503978;0.7093351194117012;0.9700626226573278
120111-PP;Amygdala;0.49099347124990167;9.433981132056603;0.32537531276063386;0.34852037967615856;0.8304949441192123
120111-PP;GreyMatter;0.6900144317403181;3.0;0.5267343766672203;0.5378218462326413;0.9623357805060885
120111-PP;Hippocampus;0.45897012620480326;10.344080432788601;0.29783337364801826;0.2984831694140463;0.992743607463718
120111-PP;Thalamus;0.6879298824824117;6.4031242374328485;0.5243087799179222;0.5296556315439085;0.981109865470852
120111-PP;WhiteMatter;0.8196213168316911;2.23606797749979;0.6943715000271843;0.7113300286836169;0.9668056388779019
