LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5385549671519207
Amygdala;DICE;STD;0.052649206849051326
Amygdala;HDRFDST;MEAN;11.338893030431473
Amygdala;HDRFDST;STD;1.3890661771249737
Amygdala;JACRD;MEAN;0.3702811201503602
Amygdala;JACRD;STD;0.0492496936715831
Amygdala;PRCISON;MEAN;0.3833479166595866
Amygdala;PRCISON;STD;0.04569479041966537
Amygdala;SNSVTY;MEAN;0.9107068797366493
Amygdala;SNSVTY;STD;0.06183583187163875
GreyMatter;DICE;MEAN;0.7184633859586029
GreyMatter;DICE;STD;0.009264315796230554
GreyMatter;HDRFDST;MEAN;2.5020660343594643
GreyMatter;HDRFDST;STD;0.4355060960591756
GreyMatter;JACRD;MEAN;0.560708229247407
GreyMatter;JACRD;STD;0.01130601258067431
GreyMatter;PRCISON;MEAN;0.5736356716234534
GreyMatter;PRCISON;STD;0.012346252371679347
GreyMatter;SNSVTY;MEAN;0.961624425627569
GreyMatter;SNSVTY;STD;0.013194503693970933
Hippocampus;DICE;MEAN;0.5440396828923109
Hippocampus;DICE;STD;0.025795120329152526
Hippocampus;HDRFDST;MEAN;11.66786630869463
Hippocampus;HDRFDST;STD;1.3080121568352332
Hippocampus;JACRD;MEAN;0.3740961671854368
Hippocampus;JACRD;STD;0.024410491711713014
Hippocampus;PRCISON;MEAN;0.3784801260687808
Hippocampus;PRCISON;STD;0.025089393769645224
Hippocampus;SNSVTY;MEAN;0.9705782274406942
Hippocampus;SNSVTY;STD;0.019264477807508423
Thalamus;DICE;MEAN;0.761798056842243
Thalamus;DICE;STD;0.027623934207855003
Thalamus;HDRFDST;MEAN;5.202196469374568
Thalamus;HDRFDST;STD;0.7329064701766365
Thalamus;JACRD;MEAN;0.6160594799713139
Thalamus;JACRD;STD;0.03650127129074085
Thalamus;PRCISON;MEAN;0.6273269527621137
Thalamus;PRCISON;STD;0.04011302698799549
Thalamus;SNSVTY;MEAN;0.9724966816607884
Thalamus;SNSVTY;STD;0.009202653674815663
WhiteMatter;DICE;MEAN;0.82166832707718
WhiteMatter;DICE;STD;0.019216045024828658
WhiteMatter;HDRFDST;MEAN;2.8189534067871813
WhiteMatter;HDRFDST;STD;0.503489513657377
WhiteMatter;JACRD;MEAN;0.6977610199784129
WhiteMatter;JACRD;STD;0.027356281516524653
WhiteMatter;PRCISON;MEAN;0.7159967174593127
WhiteMatter;PRCISON;STD;0.032580364145477915
WhiteMatter;SNSVTY;MEAN;0.9655602643366482
WhiteMatter;SNSVTY;STD;0.009609910737002654
