LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.06609955534016013
Amygdala;DICE;STD;0.010002956440555023
Amygdala;HDRFDST;MEAN;77.15307713850693
Amygdala;HDRFDST;STD;1.3048708976754946
GreyMatter;DICE;MEAN;0.3419330410354073
GreyMatter;DICE;STD;0.022429711376954868
GreyMatter;HDRFDST;MEAN;8.305501680318102
GreyMatter;HDRFDST;STD;0.8477274551606728
Hippocampus;DICE;MEAN;0.10230140171182427
Hippocampus;DICE;STD;0.010374551283328436
Hippocampus;HDRFDST;MEAN;33.31465231873669
Hippocampus;HDRFDST;STD;1.2782569701323883
Thalamus;DICE;MEAN;0.19785921634050935
Thalamus;DICE;STD;0.015249105367721245
Thalamus;HDRFDST;MEAN;44.16766584603081
Thalamus;HDRFDST;STD;1.3104555365841255
WhiteMatter;DICE;MEAN;0.6745546775733484
WhiteMatter;DICE;STD;0.025130030345730137
WhiteMatter;HDRFDST;MEAN;8.182369123297704
WhiteMatter;HDRFDST;STD;0.44590977798691966
