LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.06091932855830905
Amygdala;DICE;STD;0.009857510788987887
Amygdala;HDRFDST;MEAN;77.04055343125731
Amygdala;HDRFDST;STD;1.2661465182151164
GreyMatter;DICE;MEAN;0.3452023325084728
GreyMatter;DICE;STD;0.021425924628916307
GreyMatter;HDRFDST;MEAN;8.151738056204115
GreyMatter;HDRFDST;STD;0.9215023944806319
Hippocampus;DICE;MEAN;0.10545496530954787
Hippocampus;DICE;STD;0.011388764158817894
Hippocampus;HDRFDST;MEAN;33.11086055705216
Hippocampus;HDRFDST;STD;1.330756616157545
Thalamus;DICE;MEAN;0.19790554974581803
Thalamus;DICE;STD;0.015159280020845984
Thalamus;HDRFDST;MEAN;44.130164550382354
Thalamus;HDRFDST;STD;1.2761570264575701
WhiteMatter;DICE;MEAN;0.6674790499413079
WhiteMatter;DICE;STD;0.026068246001956685
WhiteMatter;HDRFDST;MEAN;8.255111989736356
WhiteMatter;HDRFDST;STD;0.39131322097657917
