LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.06056118000626644
Amygdala;DICE;STD;0.008246525387987149
Amygdala;HDRFDST;MEAN;77.29665162980402
Amygdala;HDRFDST;STD;1.2359801053066697
GreyMatter;DICE;MEAN;0.34695722623313074
GreyMatter;DICE;STD;0.021092132284750608
GreyMatter;HDRFDST;MEAN;8.047565098659964
GreyMatter;HDRFDST;STD;0.8286712151571606
Hippocampus;DICE;MEAN;0.1105131375927854
Hippocampus;DICE;STD;0.011908802927106098
Hippocampus;HDRFDST;MEAN;32.986719639643404
Hippocampus;HDRFDST;STD;1.3697910116378167
Thalamus;DICE;MEAN;0.1968903511411702
Thalamus;DICE;STD;0.01475567848734644
Thalamus;HDRFDST;MEAN;44.30433812745097
Thalamus;HDRFDST;STD;1.3136297379761253
WhiteMatter;DICE;MEAN;0.6604651484727975
WhiteMatter;DICE;STD;0.024382113071691146
WhiteMatter;HDRFDST;MEAN;8.252022956919486
WhiteMatter;HDRFDST;STD;0.3925775317995102
