LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.06594438158931026
Amygdala;DICE;STD;0.009252328475720996
Amygdala;HDRFDST;MEAN;77.3927627362711
Amygdala;HDRFDST;STD;1.268966527236782
GreyMatter;DICE;MEAN;0.3783007682634808
GreyMatter;DICE;STD;0.020063476186274434
GreyMatter;HDRFDST;MEAN;10.068639199069796
GreyMatter;HDRFDST;STD;2.494494874509695
Hippocampus;DICE;MEAN;0.045136542073505245
Hippocampus;DICE;STD;0.0054114964167875645
Hippocampus;HDRFDST;MEAN;66.430793083506
Hippocampus;HDRFDST;STD;2.024779073482369
Thalamus;DICE;MEAN;0.1971111003474846
Thalamus;DICE;STD;0.014749465711039094
Thalamus;HDRFDST;MEAN;44.32355397070587
Thalamus;HDRFDST;STD;1.3124646303514877
WhiteMatter;DICE;MEAN;0.6623446128890114
WhiteMatter;DICE;STD;0.025691663852177662
WhiteMatter;HDRFDST;MEAN;8.167018880065793
WhiteMatter;HDRFDST;STD;0.44699285525485133
