LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4443138463853461
Amygdala;DICE;STD;0.045602451617393874
Amygdala;HDRFDST;MEAN;12.029641372717819
Amygdala;HDRFDST;STD;1.1990531446919936
Amygdala;JACRD;MEAN;0.28671323790938935
Amygdala;JACRD;STD;0.037786164749858166
Amygdala;PRCISON;MEAN;0.2916901451153254
Amygdala;PRCISON;STD;0.036317159435585396
Amygdala;SNSVTY;MEAN;0.9396335658295667
Amygdala;SNSVTY;STD;0.04778999361011554
GreyMatter;DICE;MEAN;0.6990723796080532
GreyMatter;DICE;STD;0.008992703256637244
GreyMatter;HDRFDST;MEAN;2.836485652707938
GreyMatter;HDRFDST;STD;0.4520499330627324
GreyMatter;JACRD;MEAN;0.537438163419752
GreyMatter;JACRD;STD;0.010650156352775653
GreyMatter;PRCISON;MEAN;0.5465156621690481
GreyMatter;PRCISON;STD;0.011377424092934713
GreyMatter;SNSVTY;MEAN;0.9702131643254939
GreyMatter;SNSVTY;STD;0.011185260361596939
Hippocampus;DICE;MEAN;0.4564529214335523
Hippocampus;DICE;STD;0.020298764808705537
Hippocampus;HDRFDST;MEAN;12.267317974464364
Hippocampus;HDRFDST;STD;0.8734470295235631
Hippocampus;JACRD;MEAN;0.2959420250756381
Hippocampus;JACRD;STD;0.017123258532761778
Hippocampus;PRCISON;MEAN;0.2981136911638244
Hippocampus;PRCISON;STD;0.017341039238325393
Hippocampus;SNSVTY;MEAN;0.9765369243681554
Hippocampus;SNSVTY;STD;0.02134799478806804
Thalamus;DICE;MEAN;0.6833230329865384
Thalamus;DICE;STD;0.02835079126265804
Thalamus;HDRFDST;MEAN;7.305490217357651
Thalamus;HDRFDST;STD;1.9441740364719626
Thalamus;JACRD;MEAN;0.5196877754723197
Thalamus;JACRD;STD;0.03309247466263637
Thalamus;PRCISON;MEAN;0.5229053729752063
Thalamus;PRCISON;STD;0.033729940096422294
Thalamus;SNSVTY;MEAN;0.9884837199164387
Thalamus;SNSVTY;STD;0.0059209384398311435
WhiteMatter;DICE;MEAN;0.8257809826043104
WhiteMatter;DICE;STD;0.018015842633106235
WhiteMatter;HDRFDST;MEAN;2.6887578066283075
WhiteMatter;HDRFDST;STD;0.41301508119599284
WhiteMatter;JACRD;MEAN;0.7036568267439897
WhiteMatter;JACRD;STD;0.02588398382620989
WhiteMatter;PRCISON;MEAN;0.7285224984286247
WhiteMatter;PRCISON;STD;0.03260886902553187
WhiteMatter;SNSVTY;MEAN;0.9546665808825463
WhiteMatter;SNSVTY;STD;0.011437232292754743
