LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.0
Amygdala;DICE;STD;0.0
Amygdala;HDRFDST;MEAN;inf
Amygdala;HDRFDST;STD;nan
Amygdala;JACRD;MEAN;0.0
Amygdala;JACRD;STD;0.0
Amygdala;PRCISON;MEAN;0.0
Amygdala;PRCISON;STD;0.0
Amygdala;SNSVTY;MEAN;0.0
Amygdala;SNSVTY;STD;0.0
GreyMatter;DICE;MEAN;0.670134690469498
GreyMatter;DICE;STD;0.008927372200702416
GreyMatter;HDRFDST;MEAN;7.159284279661881
GreyMatter;HDRFDST;STD;0.3076501308081358
GreyMatter;JACRD;MEAN;0.5039792424129509
GreyMatter;JACRD;STD;0.010061594149742371
GreyMatter;PRCISON;MEAN;0.5535209123410213
GreyMatter;PRCISON;STD;0.010305989065342566
GreyMatter;SNSVTY;MEAN;0.8494568436348928
GreyMatter;SNSVTY;STD;0.018083618406760604
Hippocampus;DICE;MEAN;0.12568417576207866
Hippocampus;DICE;STD;0.0059901994530128615
Hippocampus;HDRFDST;MEAN;33.44997359041657
Hippocampus;HDRFDST;STD;1.0720386189096704
Hippocampus;JACRD;MEAN;0.06706692034761864
Hippocampus;JACRD;STD;0.0034079745120188377
Hippocampus;PRCISON;MEAN;0.0672734453671285
Hippocampus;PRCISON;STD;0.0034160674913184803
Hippocampus;SNSVTY;MEAN;0.9562468076493552
Hippocampus;SNSVTY;STD;0.014638607096106626
Thalamus;DICE;MEAN;0.23236800214121706
Thalamus;DICE;STD;0.012933373952658419
Thalamus;HDRFDST;MEAN;42.89941942319284
Thalamus;HDRFDST;STD;1.1789033688074124
Thalamus;JACRD;MEAN;0.13151787005819537
Thalamus;JACRD;STD;0.0082882860676045
Thalamus;PRCISON;MEAN;0.1343740932396421
Thalamus;PRCISON;STD;0.007875461817738965
Thalamus;SNSVTY;MEAN;0.8612549589493721
Thalamus;SNSVTY;STD;0.055483255456828834
WhiteMatter;DICE;MEAN;0.7770852066214378
WhiteMatter;DICE;STD;0.020034460911335393
WhiteMatter;HDRFDST;MEAN;9.384114666721278
WhiteMatter;HDRFDST;STD;0.37201064746398743
WhiteMatter;JACRD;MEAN;0.6358709992676567
WhiteMatter;JACRD;STD;0.026501888735270002
WhiteMatter;PRCISON;MEAN;0.700329690379727
WhiteMatter;PRCISON;STD;0.033534885548127114
WhiteMatter;SNSVTY;MEAN;0.8740517678809013
WhiteMatter;SNSVTY;STD;0.005561842991387648
