LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.06006545971311185
Amygdala;DICE;STD;0.008027572928519147
Amygdala;HDRFDST;MEAN;77.31365872054535
Amygdala;HDRFDST;STD;1.2442569039558216
GreyMatter;DICE;MEAN;0.34904272390891306
GreyMatter;DICE;STD;0.023331957406392614
GreyMatter;HDRFDST;MEAN;8.199204314197994
GreyMatter;HDRFDST;STD;0.8203954010335566
Hippocampus;DICE;MEAN;0.1022763198395005
Hippocampus;DICE;STD;0.00969312445378426
Hippocampus;HDRFDST;MEAN;33.565361327849345
Hippocampus;HDRFDST;STD;1.2314702314370007
Thalamus;DICE;MEAN;0.1923632295079465
Thalamus;DICE;STD;0.014529114569478472
Thalamus;HDRFDST;MEAN;44.42385883264488
Thalamus;HDRFDST;STD;1.3117798661510507
WhiteMatter;DICE;MEAN;0.651042691867765
WhiteMatter;DICE;STD;0.025718472786771147
WhiteMatter;HDRFDST;MEAN;8.757789604311837
WhiteMatter;HDRFDST;STD;0.3887431627791249
