LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.06183518487447468
Amygdala;DICE;STD;0.008633036634429724
Amygdala;HDRFDST;MEAN;77.38956958392654
Amygdala;HDRFDST;STD;1.2265886085356572
GreyMatter;DICE;MEAN;0.35002994426126666
GreyMatter;DICE;STD;0.022620764140995966
GreyMatter;HDRFDST;MEAN;7.699602582796577
GreyMatter;HDRFDST;STD;0.9033936390036631
Hippocampus;DICE;MEAN;0.10618658215404146
Hippocampus;DICE;STD;0.011038685008257755
Hippocampus;HDRFDST;MEAN;33.39225196355949
Hippocampus;HDRFDST;STD;1.2480019239399578
Thalamus;DICE;MEAN;0.19903531736007882
Thalamus;DICE;STD;0.014425297703599405
Thalamus;HDRFDST;MEAN;44.27502579037136
Thalamus;HDRFDST;STD;1.3122847488068514
WhiteMatter;DICE;MEAN;0.6579260822736882
WhiteMatter;DICE;STD;0.024955262785242568
WhiteMatter;HDRFDST;MEAN;7.77064821675893
WhiteMatter;HDRFDST;STD;0.4086885016504138
