LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.06195884204925813
Amygdala;DICE;STD;0.009985248135471903
Amygdala;HDRFDST;MEAN;77.14447344224054
Amygdala;HDRFDST;STD;1.2767996395063648
GreyMatter;DICE;MEAN;0.3542964372401806
GreyMatter;DICE;STD;0.02230966327342997
GreyMatter;HDRFDST;MEAN;7.565536226083415
GreyMatter;HDRFDST;STD;0.8733049935844301
Hippocampus;DICE;MEAN;0.10320884127424075
Hippocampus;DICE;STD;0.01029713657080362
Hippocampus;HDRFDST;MEAN;33.38519167337696
Hippocampus;HDRFDST;STD;1.256573488452681
Thalamus;DICE;MEAN;0.1924069403126158
Thalamus;DICE;STD;0.014371955026021696
Thalamus;HDRFDST;MEAN;44.411859804579834
Thalamus;HDRFDST;STD;1.2793391647039594
WhiteMatter;DICE;MEAN;0.6632522234086456
WhiteMatter;DICE;STD;0.02497704099429674
WhiteMatter;HDRFDST;MEAN;8.751937409671633
WhiteMatter;HDRFDST;STD;0.3919076130801312
