SUBJECT;LABEL;DICE;HDRFDST;JACRD;PRCISON;SNSVTY
117122;Amygdala;0.0;93.38629449764028;0.0;0.0;0.0
117122;GreyMatter;0.6382228698588157;7.280109889280518;0.46866910578285814;0.501850939481737;0.876364274988111
117122;Hippocampus;0.11512749133975245;37.69615364994153;0.06107972332918376;0.06125207756232687;0.9559603412497117
117122;Thalamus;0.21339742070879736;42.23742416388575;0.11944313927580824;0.12074711366822699;0.9170836727568952
117122;WhiteMatter;0.7946025570253252;9.695359714832659;0.6592037851552168;0.7473844570480831;0.8481892833809846
117122-PP;Amygdala;0.0;35.566838487557476;0.0;0.0;0.0
117122-PP;GreyMatter;0.628917112195755;7.0;0.458701014934954;0.4893459876251912;0.8798747363207445
117122-PP;Hippocampus;0.11752475942965512;33.61547262794322;0.06243097220978478;0.06257479655337482;0.9644915840442703
117122-PP;Thalamus;0.21806029285099052;41.617304093369626;0.12237243043417735;0.1236761269042278;0.920691260328174
117122-PP;WhiteMatter;0.7943454808994638;10.246950765959598;0.6588500008211934;0.7512289394884241;0.842712703271033
118528;Amygdala;0.0;89.89994438263018;0.0;0.0;0.0
118528;GreyMatter;0.6383572009457283;5.830951894845301;0.4688139954098821;0.4999783816161482;0.8826470867487419
118528;Hippocampus;0.12239412613085092;35.79106033634656;0.06518627142907021;0.06540824977753487;0.9505142042561857
118528;Thalamus;0.206318432247716;43.73785545725808;0.11502511703136907;0.11808471572493734;0.8161553740896049
118528;WhiteMatter;0.8037499887966396;8.831760866327848;0.671891311405809;0.7668953459645389;0.8443256972965961
118528-PP;Amygdala;0.0;29.0516780926679;0.0;0.0;0.0
118528-PP;GreyMatter;0.6285458262900312;5.656854249492381;0.4583061091933752;0.48721607935179373;0.885370725813508
118528-PP;Hippocampus;0.12205532566550455;33.63034344160047;0.064994100909154;0.06520044000724062;0.9535688830058039
118528-PP;Thalamus;0.210279909770596;43.266615305567875;0.11749318282706576;0.12065120065120065;0.817810637828294
118528-PP;WhiteMatter;0.8047703802025199;9.899494936611665;0.673318638421026;0.7747276469119119;0.8372371341952033
118730;Amygdala;0.0;96.39502061828712;0.0;0.0;0.0
118730;GreyMatter;0.6490150644832577;5.0990195135927845;0.4804014074627812;0.5163783736888419;0.8733409958741061
118730;Hippocampus;0.10931872851066143;37.49666651850535;0.057819755322666436;0.058070617451505546;0.93048004626952
118730;Thalamus;0.23384841795437822;45.4972526643093;0.132405632863928;0.13350921709321278;0.9412391896694704
118730;WhiteMatter;0.7872936891919075;9.273618495495704;0.6492039186860424;0.7347531997383694;0.8479269713782716
118730-PP;Amygdala;0.0;38.34057902536163;0.0;0.0;0.0
118730-PP;GreyMatter;0.639959512752528;4.69041575982343;0.47054445713429816;0.5034590933539533;0.8780101383100255
118730-PP;Hippocampus;0.11124369102479702;35.62302626111375;0.05889785278078322;0.05912712587203581;0.9382301908617698
118730-PP;Thalamus;0.2401797928473715;44.68780594300866;0.13647973348139922;0.137543044077135;0.9463926075109584
118730-PP;WhiteMatter;0.7878902080360077;9.848857801796104;0.6500155458354827;0.7425773145943153;0.8390925696615608
118932;Amygdala;0.0;81.83520025025906;0.0;0.0;0.0
118932;GreyMatter;0.6550996832593217;7.211102550927978;0.48709906236540573;0.5199787184127622;0.8851007692513393
118932;Hippocampus;0.11470609813847703;36.138621999185304;0.06084255511844451;0.06093136629678443;0.9766042021578648
118932;Thalamus;0.21676612265439643;43.23193264243457;0.12155787606337944;0.12528047868362005;0.8035714285714286
118932;WhiteMatter;0.8058884710462555;9.0;0.6748854286268872;0.7741227615016972;0.8403727115193177
118932-PP;Amygdala;0.0;36.742346141747674;0.0;0.0;0.0
118932-PP;GreyMatter;0.6472705918730325;6.708203932499369;0.47849228972501173;0.5091657187707911;0.8881777746084663
118932-PP;Hippocampus;0.11590861876009409;34.49637662132068;0.06151963748372732;0.061588422971741115;0.9821692220329359
118932-PP;Thalamus;0.22163634765796644;42.86023798347368;0.12462937339395137;0.12846809522192412;0.8066098081023454
118932-PP;WhiteMatter;0.8057270044664216;9.486832980505138;0.6746589828956471;0.780132239458152;0.83305817626166
120111;Amygdala;0.0;91.14274518577987;0.0;0.0;0.0
120111;GreyMatter;0.634642644906005;6.082762530298219;0.46481797790023577;0.4962817884138691;0.879975320601068
120111;Hippocampus;0.11809956974303903;37.0;0.06275548261972251;0.06288165870648997;0.9690163556784152
120111;Thalamus;0.2256647001053771;44.339598554790726;0.12718266954322513;0.12937801560098308;0.8822869955156951
120111;WhiteMatter;0.8182789025911704;9.055385138137417;0.6924467240073972;0.7934822415883547;0.8446753708816944
120111-PP;Amygdala;0.0;42.95346318982906;0.0;0.0;0.0
120111-PP;GreyMatter;0.6252885939687599;5.744562646538029;0.45485080812266887;0.4842291491340012;0.8823126284966669
120111-PP;Hippocampus;0.11967407910371754;33.76388603226827;0.06364539135144895;0.06375186508115929;0.9744298548721493
120111-PP;Thalamus;0.23099732618372834;43.68065933568311;0.13058054100359132;0.13275329308222447;0.8886210762331839
120111-PP;WhiteMatter;0.8181593985906894;9.899494936611665;0.6922755891234893;0.7990794834137417;0.8381727582924396
122317;Amygdala;0.0;93.55746896961247;0.0;0.0;0.0
122317;GreyMatter;0.645649976509446;5.830951894845301;0.47672312571414754;0.5161264257148775;0.861962070787512
122317;Hippocampus;0.10771942914408186;36.45545226711637;0.05692571746660069;0.057100979472186245;0.948840206185567
122317;Thalamus;0.20477111714784532;44.31703961232068;0.11406407233294784;0.11495148864031968;0.9366097305296911
