LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.0
Amygdala;DICE;STD;0.0
Amygdala;HDRFDST;MEAN;66.55975585965804
Amygdala;HDRFDST;STD;25.97496679310136
Amygdala;JACRD;MEAN;0.0
Amygdala;JACRD;STD;0.0
Amygdala;PRCISON;MEAN;0.0
Amygdala;PRCISON;STD;0.0
Amygdala;SNSVTY;MEAN;0.0
Amygdala;SNSVTY;STD;0.0
GreyMatter;DICE;MEAN;0.6373261531997875
GreyMatter;DICE;STD;0.009134432965515147
GreyMatter;HDRFDST;MEAN;6.438932277276192
GreyMatter;HDRFDST;STD;0.8889044541742531
GreyMatter;JACRD;MEAN;0.46776865029333825
GreyMatter;JACRD;STD;0.009847903277526477
GreyMatter;PRCISON;MEAN;0.5018066163805825
GreyMatter;PRCISON;STD;0.011089626381526286
GreyMatter;SNSVTY;MEAN;0.8735193187103831
GreyMatter;SNSVTY;STD;0.011166882234756927
Hippocampus;DICE;MEAN;0.11830546795655494
Hippocampus;DICE;STD;0.005383195673415948
Hippocampus;HDRFDST;MEAN;36.10460418847303
Hippocampus;HDRFDST;STD;4.013422030349582
Hippocampus;JACRD;MEAN;0.06288046007018543
Hippocampus;JACRD;STD;0.003037229436401985
Hippocampus;PRCISON;MEAN;0.06304668373339292
Hippocampus;PRCISON;STD;0.003043538832251792
Hippocampus;SNSVTY;MEAN;0.9597912678960026
Hippocampus;SNSVTY;STD;0.014196301762937317
Thalamus;DICE;MEAN;0.22396919472815316
Thalamus;DICE;STD;0.012191355921449612
Thalamus;HDRFDST;MEAN;43.13905065194392
Thalamus;HDRFDST;STD;1.1499168878739603
Thalamus;JACRD;MEAN;0.12615970252325176
Thalamus;JACRD;STD;0.00773703629904797
Thalamus;PRCISON;MEAN;0.12813662102531168
Thalamus;PRCISON;STD;0.0074534013258558815
Thalamus;SNSVTY;MEAN;0.8913961126539911
Thalamus;SNSVTY;STD;0.049629717211757525
WhiteMatter;DICE;MEAN;0.798164438702278
WhiteMatter;DICE;STD;0.01650736690499228
WhiteMatter;HDRFDST;MEAN;9.521454777001704
WhiteMatter;HDRFDST;STD;0.43806270043389095
WhiteMatter;JACRD;MEAN;0.6644332243683843
WhiteMatter;JACRD;STD;0.022722609302954232
WhiteMatter;PRCISON;MEAN;0.7554972446133267
WhiteMatter;PRCISON;STD;0.03239080952965515
WhiteMatter;SNSVTY;MEAN;0.8470590333190009
WhiteMatter;SNSVTY;STD;0.008568261359541059
