LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.05512752644595641
Amygdala;DICE;STD;0.007837107526042648
Amygdala;HDRFDST;MEAN;77.16565327450762
Amygdala;HDRFDST;STD;1.2091131950617446
GreyMatter;DICE;MEAN;0.3556531451069852
GreyMatter;DICE;STD;0.023793781461435355
GreyMatter;HDRFDST;MEAN;7.9462682708456445
GreyMatter;HDRFDST;STD;0.8982319120092433
Hippocampus;DICE;MEAN;0.10795925483063132
Hippocampus;DICE;STD;0.011808435056164345
Hippocampus;HDRFDST;MEAN;33.14220292283424
Hippocampus;HDRFDST;STD;1.3207518395512512
Thalamus;DICE;MEAN;0.19292213950868145
Thalamus;DICE;STD;0.014587552813896166
Thalamus;HDRFDST;MEAN;44.32881785562121
Thalamus;HDRFDST;STD;1.267244066136775
WhiteMatter;DICE;MEAN;0.6347004604190335
WhiteMatter;DICE;STD;0.024455992364074072
WhiteMatter;HDRFDST;MEAN;8.705279791787472
WhiteMatter;HDRFDST;STD;0.41000456911683364
