LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.06202161724844922
Amygdala;DICE;STD;0.008764327077711853
Amygdala;HDRFDST;MEAN;77.33200723967694
Amygdala;HDRFDST;STD;1.2290875813199902
GreyMatter;DICE;MEAN;0.350911578917683
GreyMatter;DICE;STD;0.02217675672186208
GreyMatter;HDRFDST;MEAN;7.613678453293926
GreyMatter;HDRFDST;STD;0.8555117824132162
Hippocampus;DICE;MEAN;0.10514424983622583
Hippocampus;DICE;STD;0.010798415643369468
Hippocampus;HDRFDST;MEAN;33.488862031377536
Hippocampus;HDRFDST;STD;1.22315977834434
Thalamus;DICE;MEAN;0.19641252837417328
Thalamus;DICE;STD;0.014427467955769394
Thalamus;HDRFDST;MEAN;44.37564822078069
Thalamus;HDRFDST;STD;1.2852412168630107
WhiteMatter;DICE;MEAN;0.6562657028712434
WhiteMatter;DICE;STD;0.025146231097480563
WhiteMatter;HDRFDST;MEAN;8.236980417952452
WhiteMatter;HDRFDST;STD;0.3900687045481157
